date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:06:53	18469/18469	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ed-4825%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-1.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:06:55	44110/44110	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ed-ac4e%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-2.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:06:56	31444/31444	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ed-7ad4%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-3.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:06:58	53694/53694	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ee-d1be%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:06:59	78219/78219	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ee-1318b%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:01	26286/26286	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ee-66ae%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-6.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-6.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:02	5358/5358	---M--	200	added ('OK')	image/png	etag:%225ffc44b4-14ee%22	https://templates.envytheme.com/depan/rtl/assets/img/logo-3.png	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/logo-3.png	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:04	80138/80138	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4503-1390a%22	https://templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-1.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:05	76121/76121	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4503-12959%22	https://templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-2.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:07	78700/78700	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4503-1336c%22	https://templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/recent-post/recent-post-3.jpg	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:08	89698/89698	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-15e62%22	https://templates.envytheme.com/depan/rtl/assets/js/jquery.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/jquery.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:10	18359/18359	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-47b7%22	https://templates.envytheme.com/depan/rtl/assets/js/popper.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/popper.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:11	62404/62404	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b5-f3c4%22	https://templates.envytheme.com/depan/rtl/assets/js/bootstrap.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/bootstrap.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:12	5941/5941	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-1735%22	https://templates.envytheme.com/depan/rtl/assets/js/jquery.meanmenu.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/jquery.meanmenu.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:13	44338/44338	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-ad32%22	https://templates.envytheme.com/depan/rtl/assets/js/owl.carousel.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/owl.carousel.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:14	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-4ef8%22	https://templates.envytheme.com/depan/rtl/assets/js/jquery.magnific-popup.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/jquery.magnific-popup.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:16	2936/2936	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-b78%22	https://templates.envytheme.com/depan/rtl/assets/js/nice-select.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/nice-select.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:17	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b5-94d%22	https://templates.envytheme.com/depan/rtl/assets/js/jquery.ajaxchimp.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/jquery.ajaxchimp.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:17	6049/6049	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b5-17a1%22	https://templates.envytheme.com/depan/rtl/assets/js/form-validator.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/form-validator.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:18	2058/2058	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b5-80a%22	https://templates.envytheme.com/depan/rtl/assets/js/contact-form-script.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/contact-form-script.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:19	8208/8208	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-2010%22	https://templates.envytheme.com/depan/rtl/assets/js/wow.min.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/wow.min.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:19	4947/4947	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc44b6-21ed%22	https://templates.envytheme.com/depan/rtl/assets/js/main.js	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/js/main.js	(from https://templates.envytheme.com/depan/rtl/index.html)
08:07:21	209260/209260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ffc44b1-3316c%22	https://templates.envytheme.com/depan/rtl/assets/fonts/boxicons.eot	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/fonts/boxicons.eot	(from https://templates.envytheme.com/depan/rtl/assets/css/boxicons.min.css)
08:07:23	74712/74712	---M--	200	added ('OK')	application/octet-stream	etag:%225ffc44b2-123d8%22	https://templates.envytheme.com/depan/rtl/assets/fonts/boxicons.woff2	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/fonts/boxicons.woff2	(from https://templates.envytheme.com/depan/rtl/assets/css/boxicons.min.css)
08:07:24	209168/209168	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ffc44b3-33110%22	https://templates.envytheme.com/depan/rtl/assets/fonts/boxicons.woff	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/fonts/boxicons.woff	(from https://templates.envytheme.com/depan/rtl/assets/css/boxicons.min.css)
08:07:26	209092/209092	---M--	200	added ('OK')	application/octet-stream	etag:%225ffc44b2-330c4%22	https://templates.envytheme.com/depan/rtl/assets/fonts/boxicons.ttf	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/fonts/boxicons.ttf	(from https://templates.envytheme.com/depan/rtl/assets/css/boxicons.min.css)
08:07:28	744380/744380	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ffc44b2-b5bbc%22	https://templates.envytheme.com/depan/rtl/assets/fonts/boxicons.svg?	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/fonts/boxiconsd41d.svg	(from https://templates.envytheme.com/depan/rtl/assets/css/boxicons.min.css)
08:07:28	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jan%202022%2004:37:27%20GMT	https://templates.envytheme.com/depan/rtl/assets/css/owl.video.play.png	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/css/owl.video.play.png	(from https://templates.envytheme.com/depan/rtl/assets/css/owl.carousel.min.css)
08:07:30	34700/34700	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ee-878c%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-7.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-7.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:31	43230/43230	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ee-a8de%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-8.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-8.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:33	132873/132873	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ef-20709%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-9.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-9.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:34	42190/42190	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ed-a4ce%22	https://templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-10.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/latest-news/latest-news-10.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:36	125080/125080	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4501-1e898%22	https://templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-1.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:37	31859/31859	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4501-7c73%22	https://templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-2.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:39	119494/119494	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4502-1d2c6%22	https://templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-3.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:41	132022/132022	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4502-203b6%22	https://templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-4.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:42	17335/17335	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4502-43b7%22	https://templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/popular-posts/popular-posts-5.jpg	(from https://templates.envytheme.com/depan/rtl/assets/css/style.css)
08:07:44	154159/154159	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f6-25a2f%22	https://templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-1.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:45	53464/53464	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f6-d0d8%22	https://templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-2.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:47	107613/107613	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f7-1a45d%22	https://templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/new-news/new-news-3.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:49	86178/86178	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f5-150a2%22	https://templates.envytheme.com/depan/rtl/assets/img/most-popular/most-popular-7.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/most-popular/most-popular-7.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:51	110070/110070	---M--	200	added ('OK')	image/jpeg	etag:%225ffc450c-1adf6%22	https://templates.envytheme.com/depan/rtl/assets/img/video-news/video-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/video-news/video-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:52	185282/185282	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4500-2d3c2%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:54	66789/66789	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e4-104e5%22	https://templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-3.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:55	43315/43315	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e4-a933%22	https://templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:57	36429/36429	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ec-8e4d%22	https://templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-3.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:07:59	207398/207398	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ec-32a26%22	https://templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:08:00	47712/47712	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ea-ba60%22	https://templates.envytheme.com/depan/rtl/assets/img/featured-reports/featured-reports-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/featured-reports/featured-reports-2.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:08:02	58209/58209	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f5-e361%22	https://templates.envytheme.com/depan/rtl/assets/img/most-shared/most-shared-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/most-shared/most-shared-2.jpg	(from https://templates.envytheme.com/depan/rtl/index-2.html)
08:08:03	198697/198697	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ef-30829%22	https://templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-1.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:05	48850/48850	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ef-bed2%22	https://templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-2.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:07	167077/167077	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f0-28ca5%22	https://templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-3.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:08	130810/130810	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f0-1fefa%22	https://templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:10	186276/186276	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f0-2d7a4%22	https://templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-default-news/main-default-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:11	45837/45837	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4500-b30d%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-6.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-6.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:13	67910/67910	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4500-10946%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-7.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-7.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:15	67564/67564	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4500-107ec%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-8.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-8.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:16	44088/44088	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4501-ac38%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-9.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-9.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:18	57492/57492	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ff-e094%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-10.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-10.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:20	89589/89589	---M--	200	added ('OK')	image/jpeg	etag:%225ffc4505-15df5%22	https://templates.envytheme.com/depan/rtl/assets/img/sports-news/sports-news-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/sports-news/sports-news-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:22	91494/91494	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e9-16566%22	https://templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-7.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-7.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:23	81238/81238	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e9-13d56%22	https://templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-8.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-8.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:25	145939/145939	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e9-23a13%22	https://templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:27	53694/53694	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e9-d1be%22	https://templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-6.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/culture-news/culture-news-6.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:28	50713/50713	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ec-c619%22	https://templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:30	66268/66268	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ec-102dc%22	https://templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-6.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/health-news/health-news-6.jpg	(from https://templates.envytheme.com/depan/rtl/index-3.html)
08:08:32	80206/80206	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f2-1394e%22	https://templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-1.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-1.jpg	(from https://templates.envytheme.com/depan/rtl/index-4.html)
08:08:33	60963/60963	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f2-ee23%22	https://templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-2.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-2.jpg	(from https://templates.envytheme.com/depan/rtl/index-4.html)
08:08:35	132417/132417	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f2-20541%22	https://templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-3.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-3.jpg	(from https://templates.envytheme.com/depan/rtl/index-4.html)
08:08:37	78526/78526	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f3-132be%22	https://templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-4.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-4.jpg	(from https://templates.envytheme.com/depan/rtl/index-4.html)
08:08:39	105847/105847	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44f3-19d77%22	https://templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/main-news-slider/main-news-slider-5.jpg	(from https://templates.envytheme.com/depan/rtl/index-4.html)
08:08:40	44557/44557	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ff-ae0d%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-11.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-11.jpg	(from https://templates.envytheme.com/depan/rtl/politics.html)
08:08:41	23009/23009	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44ff-59e1%22	https://templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-12.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/politics-news/politics-news-12.jpg	(from https://templates.envytheme.com/depan/rtl/politics.html)
08:08:43	43572/43572	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e3-aa34%22	https://templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-10.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-10.jpg	(from https://templates.envytheme.com/depan/rtl/business.html)
08:08:45	52336/52336	---M--	200	added ('OK')	image/jpeg	etag:%225ffc44e4-cc70%22	https://templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-5.jpg	C:/Users/mehrad/Desktop/TopNoj/themes/blog/blog/templates.envytheme.com/depan/rtl/assets/img/business-news/business-news-5.jpg	(from https://templates.envytheme.com/depan/rtl/business.html)
